religion,social_group,sector,gender,marital_status,day_of_week,principal_activity_status,activity_type,n_total_persons,n_participants,participation_rate,total_minutes,mean_minutes_per_participant,mean_minutes_per_person
Islam,other backward class,Rural,female,never married,Monday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Self-care and maintenance,17,17,1,12270,721.7647058823529,721.76471
Islam,other backward class,Rural,female,never married,Tuesday,worked in household enterprise (self-employed): own account worker,Employment and related activities,14,13,.9285714,4140,318.4615384615385,295.71429
Islam,other backward class,Rural,female,never married,Tuesday,worked in household enterprise (self-employed): own account worker,Unpaid domestic services for household members,14,12,.85714287,3270,272.5,233.57143
Islam,other backward class,Rural,female,never married,Tuesday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",14,13,.9285714,3030,233.0769230769231,216.42857
Islam,other backward class,Rural,female,never married,Tuesday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",14,13,.9285714,2550,196.1538461538462,182.14285
Islam,other backward class,Rural,female,never married,Tuesday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,14,14,1,10470,747.8571428571429,747.85712
Islam,other backward class,Rural,female,never married,Tuesday,attended educational institution,Unpaid domestic services for household members,311,81,.26045015,11550,142.5925925925926,37.138264
Islam,other backward class,Rural,female,never married,Tuesday,attended educational institution,Unpaid caregiving services for household members,311,20,.064308681,1860,93,5.9807072
Islam,other backward class,Rural,female,never married,Tuesday,attended educational institution,Learning,311,293,.94212216,140220,478.5665529010239,450.86816
Islam,other backward class,Rural,female,never married,Tuesday,attended educational institution,"Socializing and communication, community participation and religious practice",311,245,.78778136,33300,135.9183673469388,107.07395
Islam,other backward class,Rural,female,never married,Tuesday,attended educational institution,"Culture, leisure, mass-media and sports practices",311,296,.95176852,58980,199.2567567567567,189.6463
Islam,other backward class,Rural,female,never married,Tuesday,attended educational institution,Self-care and maintenance,311,311,1,244830,787.2347266881029,787.23474
Islam,other backward class,Rural,female,never married,Tuesday,attended domestic duties only,Unpaid domestic services for household members,56,51,.91071427,18990,372.3529411764706,339.10715
Islam,other backward class,Rural,female,never married,Tuesday,attended domestic duties only,"Socializing and communication, community participation and religious practice",56,54,.96428573,11550,213.8888888888889,206.25
Islam,other backward class,Rural,female,never married,Tuesday,attended domestic duties only,"Culture, leisure, mass-media and sports practices",56,54,.96428573,13590,251.6666666666667,242.67857
Islam,other backward class,Rural,female,never married,Tuesday,attended domestic duties only,Self-care and maintenance,56,56,1,42390,756.9642857142857,756.96429
Islam,other backward class,Rural,female,never married,Tuesday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Unpaid domestic services for household members,20,20,1,6000,300,300
Islam,other backward class,Rural,female,never married,Tuesday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Socializing and communication, community participation and religious practice",20,19,.94999999,4200,221.0526315789474,210
Islam,other backward class,Rural,female,never married,Tuesday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use","Culture, leisure, mass-media and sports practices",20,16,.80000001,2730,170.625,136.5
Islam,other backward class,Rural,female,never married,Tuesday,"attended domestic duties and was also engaged in free collection of goods (vegetables, roots, firewood, cattle feed, etc.), sewing, tailoring, weaving, etc. for household use",Self-care and maintenance,20,20,1,15780,789,789
Islam,other backward class,Rural,female,never married,Wednesday,worked in household enterprise (self-employed): own account worker,Employment and related activities,12,11,.91666669,3630,330,302.5
Islam,other backward class,Rural,female,never married,Wednesday,worked in household enterprise (self-employed): own account worker,Unpaid domestic services for household members,12,11,.91666669,2940,267.2727272727273,245
Islam,other backward class,Rural,female,never married,Wednesday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",12,11,.91666669,2220,201.8181818181818,185
Islam,other backward class,Rural,female,never married,Wednesday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",12,12,1,1920,160,160
Islam,other backward class,Rural,female,never married,Wednesday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,12,12,1,8940,745,745
Islam,other backward class,Rural,female,never married,Wednesday,attended educational institution,Unpaid domestic services for household members,296,74,.25,9660,130.5405405405405,32.635136
Islam,other backward class,Rural,female,never married,Wednesday,attended educational institution,Unpaid caregiving services for household members,296,22,.074324325,2520,114.5454545454545,8.5135136
Islam,other backward class,Rural,female,never married,Wednesday,attended educational institution,Learning,296,271,.91554052,128700,474.9077490774908,434.7973
Islam,other backward class,Rural,female,never married,Wednesday,attended educational institution,"Socializing and communication, community participation and religious practice",296,227,.7668919,32880,144.8458149779736,111.08108
Islam,other backward class,Rural,female,never married,Wednesday,attended educational institution,"Culture, leisure, mass-media and sports practices",296,284,.95945948,57840,203.6619718309859,195.40541
Islam,other backward class,Rural,female,never married,Wednesday,attended educational institution,Self-care and maintenance,296,296,1,233640,789.3243243243244,789.32434
Islam,other backward class,Rural,female,never married,Wednesday,attended domestic duties only,Production of goods for own final use,78,13,.16666667,1500,115.3846153846154,19.23077
Islam,other backward class,Rural,female,never married,Wednesday,attended domestic duties only,Unpaid domestic services for household members,78,73,.93589741,25860,354.2465753424657,331.53845
Islam,other backward class,Rural,female,never married,Wednesday,attended domestic duties only,Unpaid caregiving services for household members,78,11,.14102565,1980,180,25.384615
Islam,other backward class,Rural,female,never married,Wednesday,attended domestic duties only,"Socializing and communication, community participation and religious practice",78,74,.94871795,16380,221.3513513513514,210
